shipment_id,customer_id,driver_id,vehicle_id,route_origin_city,route_origin_country,route_dest_city,route_dest_country,distance_km,region,route_type,scheduled_pickup,actual_pickup,scheduled_delivery,actual_delivery,planned_duration_hrs,actual_duration_hrs,delay_minutes,is_delayed,status,weight_kg,cost_usd,fuel_consumed_liters,weather_condition,temperature_celsius,wind_speed_kmh
105,11,40,22,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2023-05-19T18:45:00,2023-05-19T18:59:00,2023-05-20T02:25:24,2023-05-20T02:25:24,7.44,7.44,0,False,on_time,13882.18,1031.61,162.36,Cloudy,20.2,54.6
106,80,36,7,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2023-12-23T07:15:00,2023-12-23T07:22:00,2023-12-23T13:16:00,2023-12-23T14:02:12,5.9,6.67,46,True,delayed,3380.94,668.59,210.29,Clear,24.3,58.9
107,90,26,23,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2023-08-24T09:45:00,2023-08-24T09:48:00,2023-08-25T02:08:24,2023-08-25T02:08:24,16.34,16.34,0,False,on_time,178.39,1424.21,393.57,Cloudy,24.0,71.7
108,30,30,3,Paris,France,Madrid,Spain,1270,Europe,Road,2023-04-14T15:00:00,2023-04-14T15:01:00,2023-04-15T08:19:00,2023-04-15T08:19:00,17.3,17.3,0,False,on_time,988.31,1385.08,401.12,Clear,25.8,61.6
109,7,45,15,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2023-10-24T09:30:00,2023-10-24T09:40:00,2023-10-25T16:42:24,2023-10-25T16:42:24,31.04,31.04,0,False,on_time,969.28,3096.72,954.85,Clear,25.4,36.0
110,88,23,1,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-08-28T17:15:00,2024-08-28T17:30:00,2024-08-29T00:13:48,2024-08-29T00:13:48,6.73,6.73,0,False,on_time,792.48,924.31,183.64,Clear,22.6,44.3
111,61,22,5,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2023-11-04T12:15:00,2023-11-04T12:22:00,2023-11-05T02:17:12,2023-11-05T02:17:12,13.92,13.92,0,False,on_time,4872.49,2155.94,426.5,Cloudy,23.7,47.2
112,25,20,24,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2023-05-18T12:15:00,2023-05-18T12:29:00,2023-05-19T05:29:00,2023-05-19T06:09:12,17.0,17.67,40,True,delayed,13664.11,1901.28,412.49,Cloudy,12.9,25.1
113,71,6,24,Barcelona,Spain,Lyon,France,640,Europe,Road,2023-03-16T09:15:00,2023-03-16T09:25:00,2023-03-16T18:01:00,2023-03-16T18:01:00,8.6,8.6,0,False,on_time,4922.47,1246.23,180.33,Cloudy,12.9,60.6
114,46,13,27,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2024-12-13T15:15:00,2024-12-13T15:24:00,2024-12-14T00:51:36,2024-12-14T02:43:48,9.46,11.33,112,True,delayed,1540.21,821.49,206.64,Fog,4.6,43.5
115,12,28,16,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2024-04-25T18:30:00,2024-04-25T18:43:00,2024-04-26T02:29:48,2024-04-26T02:29:48,7.78,7.78,0,False,on_time,233.61,875.42,245.61,Cloudy,10.2,46.5
116,39,2,1,Barcelona,Spain,Lyon,France,640,Europe,Road,2024-03-03T10:15:00,2024-03-03T10:22:00,2024-03-03T20:04:36,2024-03-03T21:46:36,9.71,11.41,102,True,delayed,7957.14,1187.62,225.75,Cloudy,13.9,66.6
117,20,28,22,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2023-12-27T08:15:00,2023-12-27T08:32:00,2023-12-27T16:51:48,2023-12-27T16:51:48,8.33,8.33,0,False,on_time,15802.09,1335.93,223.44,Cloudy,22.6,10.6
118,100,30,30,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2024-02-27T08:15:00,2024-02-27T08:31:00,2024-02-28T23:12:24,2024-02-29T00:37:36,38.69,40.11,85,True,delayed,1784.11,2626.82,829.58,Rain,19.2,73.5
119,10,9,6,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2024-06-28T14:45:00,2024-06-28T14:53:00,2024-06-29T02:09:12,2024-06-29T02:09:12,11.27,11.27,0,False,on_time,8603.17,1171.78,221.23,Clear,29.0,37.3
120,19,49,13,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2023-04-09T14:15:00,2023-04-09T14:23:00,2023-04-10T19:05:36,2023-04-10T19:05:36,28.71,28.71,0,False,on_time,559.02,1472.15,597.4,Clear,22.5,35.5
121,88,15,10,Barcelona,Spain,Lyon,France,640,Europe,Road,2024-12-14T09:30:00,2024-12-14T09:50:00,2024-12-14T17:47:00,2024-12-14T17:47:00,7.95,7.95,0,False,on_time,747.74,527.35,163.04,Clear,23.1,33.3
122,83,39,30,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2023-01-10T17:15:00,2023-01-10T17:35:00,2023-01-11T04:27:48,2023-01-11T04:27:48,10.88,10.88,0,False,on_time,3032.83,826.75,257.51,Clear,16.9,44.6
123,21,20,10,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2024-12-09T15:45:00,2024-12-09T15:53:00,2024-12-11T03:06:48,2024-12-11T03:06:48,35.23,35.23,0,False,on_time,682.76,1944.39,611.84,Clear,33.6,28.6
124,56,31,2,Paris,France,Madrid,Spain,1270,Europe,Road,2024-12-30T12:00:00,2024-12-30T12:18:00,2024-12-31T06:42:36,2024-12-31T06:42:36,18.41,18.41,0,False,on_time,749.44,993.48,488.29,Cloudy,15.0,61.7
125,93,41,9,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2024-12-06T17:00:00,2024-12-06T17:01:00,2024-12-07T18:44:48,2024-12-07T18:44:48,25.73,25.73,0,False,on_time,438.83,2191.93,504.51,Rain,15.3,51.0
126,84,7,30,Barcelona,Spain,Lyon,France,640,Europe,Road,2023-12-01T06:30:00,2023-12-01T06:37:00,2023-12-01T14:16:36,2023-12-01T14:16:36,7.66,7.66,0,False,on_time,1403.08,835.76,201.46,Clear,28.6,54.6
127,56,37,25,London,UK,Berlin,Germany,930,Europe,Road,2023-10-30T18:15:00,2023-10-30T18:27:00,2023-10-31T05:52:48,2023-10-31T07:01:48,11.43,12.58,69,True,delayed,504.05,763.92,335.68,Rain,11.8,13.0
128,22,4,4,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2024-03-31T11:30:00,2024-03-31T11:44:00,2024-04-02T01:47:00,2024-04-02T04:06:48,38.05,40.38,140,True,delayed,2324.06,2887.17,637.19,Fog,2.9,46.6
129,70,13,25,Barcelona,Spain,Lyon,France,640,Europe,Road,2023-11-29T12:00:00,2023-11-29T12:02:00,2023-11-29T21:20:36,2023-11-29T21:20:36,9.31,9.31,0,False,on_time,512.45,518.1,255.3,Cloudy,13.6,44.1
130,43,14,28,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2023-10-03T10:30:00,2023-10-03T10:38:00,2023-10-04T02:00:48,2023-10-04T03:26:00,15.38,16.8,85,True,delayed,406.25,917.1,300.77,Clear,20.0,23.5
131,82,22,5,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2023-07-20T13:00:00,2023-07-20T13:10:00,2023-07-20T23:46:36,2023-07-21T01:06:24,10.61,11.94,80,True,delayed,13545.78,1194.6,257.94,Cloudy,16.6,37.3
132,65,25,30,Barcelona,Spain,Lyon,France,640,Europe,Road,2023-11-25T15:15:00,2023-11-25T15:25:00,2023-11-26T00:01:36,2023-11-26T01:21:24,8.61,9.94,80,True,delayed,1158.32,797.95,207.14,Clear,26.5,23.2
133,88,23,13,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2024-02-07T11:00:00,2024-02-07T11:05:00,2024-02-08T00:09:12,2024-02-08T01:48:12,13.07,14.72,99,True,delayed,475.66,929.22,451.89,Clear,24.2,58.1
134,54,8,17,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2024-12-10T07:45:00,2024-12-10T07:52:00,2024-12-10T16:20:48,2024-12-10T18:07:36,8.48,10.26,107,True,delayed,1039.2,759.56,213.16,Rain,12.5,38.7
135,41,8,4,Barcelona,Spain,Lyon,France,640,Europe,Road,2024-02-15T14:45:00,2024-02-15T14:56:00,2024-02-15T23:19:24,2024-02-15T23:19:24,8.39,8.39,0,False,on_time,2914.63,815.97,217.01,Cloudy,23.7,13.2
136,15,41,5,Paris,France,Madrid,Spain,1270,Europe,Road,2023-12-30T08:00:00,2023-12-30T08:20:00,2023-12-31T00:51:12,2023-12-31T00:51:12,16.52,16.52,0,False,on_time,6458.11,2401.53,501.47,Rain,13.2,5.8
137,53,21,13,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-06-15T14:15:00,2024-06-15T14:33:00,2024-06-15T21:46:12,2024-06-15T21:46:12,7.22,7.22,0,False,on_time,481.11,394.38,211.82,Clear,24.7,27.2
138,45,20,17,London,UK,Berlin,Germany,930,Europe,Road,2023-05-26T11:30:00,2023-05-26T11:46:00,2023-05-27T00:59:48,2023-05-27T00:59:48,13.23,13.23,0,False,on_time,1940.56,1110.68,293.62,Clear,28.9,28.9
139,90,49,6,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-12-28T07:00:00,2024-12-28T07:05:00,2024-12-28T13:17:00,2024-12-28T13:17:00,6.2,6.2,0,False,on_time,14896.4,999.89,173.52,Clear,26.0,29.8
140,77,31,8,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2023-08-26T18:45:00,2023-08-26T18:57:00,2023-08-27T09:31:48,2023-08-27T11:51:36,14.58,16.91,140,True,delayed,75.98,941.0,321.54,Fog,7.9,34.2
141,43,49,3,Paris,France,Madrid,Spain,1270,Europe,Road,2024-12-21T18:00:00,2024-12-21T18:17:00,2024-12-22T10:42:48,2024-12-22T10:42:48,16.43,16.43,0,False,on_time,766.8,1470.96,404.66,Clear,20.2,69.7
142,36,28,16,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2023-11-17T15:45:00,2023-11-17T15:56:00,2023-11-17T22:42:12,2023-11-17T22:42:12,6.77,6.77,0,False,on_time,1463.71,630.64,146.22,Snow,-1.9,65.0
143,67,20,30,Barcelona,Spain,Lyon,France,640,Europe,Road,2024-11-19T08:30:00,2024-11-19T08:35:00,2024-11-19T18:39:12,2024-11-19T18:39:12,10.07,10.07,0,False,on_time,1469.61,712.91,197.29,Cloudy,18.9,48.1
144,32,50,26,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2024-10-12T14:15:00,2024-10-12T14:19:00,2024-10-13T05:19:00,2024-10-13T05:19:00,15.0,15.0,0,False,on_time,219.81,982.93,394.35,Clear,32.3,76.4
145,60,19,17,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2024-01-29T14:45:00,2024-01-29T14:59:00,2024-01-30T00:23:36,2024-01-30T00:23:36,9.41,9.41,0,False,on_time,1963.16,747.89,173.15,Clear,30.2,26.9
146,56,24,9,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2023-10-23T08:45:00,2023-10-23T09:00:00,2023-10-23T15:53:24,2023-10-23T15:53:24,6.89,6.89,0,False,on_time,2238.13,586.8,141.58,Clear,30.5,66.7
147,6,18,19,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2023-02-12T18:45:00,2023-02-12T18:48:00,2023-02-13T14:18:36,2023-02-13T14:18:36,19.51,19.51,0,False,on_time,11850.84,2764.43,427.82,Cloudy,23.1,7.4
148,23,43,19,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2023-03-31T13:00:00,2023-03-31T13:18:00,2023-03-31T19:39:36,2023-03-31T19:39:36,6.36,6.36,0,False,on_time,11099.57,1022.89,181.02,Clear,23.6,51.2
149,2,18,3,Paris,France,Madrid,Spain,1270,Europe,Road,2023-03-02T15:30:00,2023-03-02T15:35:00,2023-03-03T08:18:12,2023-03-03T08:18:12,16.72,16.72,0,False,on_time,1290.89,1586.2,372.62,Rain,11.2,69.4
150,36,22,23,London,UK,Berlin,Germany,930,Europe,Road,2024-02-26T06:30:00,2024-02-26T06:37:00,2024-02-26T17:25:36,2024-02-26T18:11:48,10.81,11.58,46,True,delayed,632.81,1076.29,267.03,Clear,31.9,34.5
151,37,48,2,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2023-10-03T16:45:00,2023-10-03T16:57:00,2023-10-04T20:02:24,2023-10-04T20:43:12,27.09,27.77,41,True,delayed,482.08,1475.52,753.57,Cloudy,15.5,76.3
152,58,34,23,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2023-04-06T17:45:00,2023-04-06T17:47:00,2023-04-07T12:38:00,2023-04-07T12:38:00,18.85,18.85,0,False,on_time,3220.94,1751.42,588.88,Cloudy,22.4,42.1
153,16,49,26,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2023-12-12T14:15:00,2023-12-12T14:25:00,2023-12-13T09:46:00,2023-12-13T09:46:00,19.35,19.35,0,False,on_time,861.53,1254.52,382.77,Rain,15.5,67.8
154,71,27,27,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2023-06-11T13:45:00,2023-06-11T13:51:00,2023-06-13T05:50:24,2023-06-13T05:50:24,39.99,39.99,0,False,on_time,3947.94,3115.82,917.57,Clear,21.0,70.6
155,31,10,9,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-01-05T10:00:00,2024-01-05T10:05:00,2024-01-05T17:32:00,2024-01-05T17:32:00,7.45,7.45,0,False,on_time,256.13,651.98,190.22,Clear,30.1,37.2
156,43,1,6,London,UK,Berlin,Germany,930,Europe,Road,2023-01-02T09:45:00,2023-01-02T10:01:00,2023-01-03T00:56:12,2023-01-03T00:56:12,14.92,14.92,0,False,on_time,10906.06,1509.71,329.54,Rain,17.8,79.1
157,92,45,2,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2024-05-04T07:15:00,2024-05-04T07:18:00,2024-05-04T23:23:24,2024-05-04T23:23:24,16.09,16.09,0,False,on_time,136.48,895.63,339.12,Rain,12.6,66.0
158,76,20,6,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2024-11-24T08:00:00,2024-11-24T08:05:00,2024-11-25T09:30:12,2024-11-25T11:23:00,25.42,27.3,113,True,delayed,7076.28,3628.55,664.33,Cloudy,12.3,35.9
159,6,44,24,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2023-03-30T07:15:00,2023-03-30T07:27:00,2023-03-30T15:41:24,2023-03-30T15:41:24,8.24,8.24,0,False,on_time,5699.46,1206.71,250.69,Heavy Rain,7.5,53.3
160,48,13,18,Paris,France,Madrid,Spain,1270,Europe,Road,2024-09-06T17:30:00,2024-09-06T17:39:00,2024-09-07T08:52:48,2024-09-07T08:52:48,15.23,15.23,0,False,on_time,3309.44,2334.89,353.44,Cloudy,15.9,53.5
161,67,10,27,Paris,France,Madrid,Spain,1270,Europe,Road,2023-04-26T09:45:00,2023-04-26T09:56:00,2023-04-27T01:59:00,2023-04-27T02:30:12,16.05,16.57,31,True,delayed,3706.13,1411.83,481.49,Cloudy,18.5,32.4
162,48,35,9,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2023-03-16T06:00:00,2023-03-16T06:12:00,2023-03-17T14:09:00,2023-03-17T14:54:00,31.95,32.7,45,True,delayed,2066.51,2375.55,627.55,Rain,13.0,57.6
163,29,40,25,London,UK,Berlin,Germany,930,Europe,Road,2024-07-04T15:15:00,2024-07-04T15:31:00,2024-07-05T05:07:36,2024-07-05T05:07:36,13.61,13.61,0,False,on_time,637.55,814.58,254.18,Cloudy,14.9,49.0
164,56,38,26,London,UK,Berlin,Germany,930,Europe,Road,2024-03-23T17:15:00,2024-03-23T17:18:00,2024-03-24T08:21:36,2024-03-24T09:46:48,15.06,16.48,85,True,delayed,461.48,760.19,275.65,Clear,29.8,60.5
165,80,38,22,London,UK,Berlin,Germany,930,Europe,Road,2023-05-21T17:00:00,2023-05-21T17:16:00,2023-05-22T07:35:48,2023-05-22T07:35:48,14.33,14.33,0,False,on_time,8276.95,1781.98,268.66,Clear,22.4,61.2
166,43,4,10,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2023-05-01T18:00:00,2023-05-01T18:16:00,2023-05-02T01:50:12,2023-05-02T01:50:12,7.57,7.57,0,False,on_time,94.94,442.01,178.34,Rain,8.9,39.1
167,52,34,30,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2024-08-03T08:30:00,2024-08-03T08:48:00,2024-08-04T07:49:12,2024-08-04T07:49:12,23.02,23.02,0,False,on_time,2613.55,1650.44,538.06,Clear,15.1,69.4
168,38,6,8,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2024-04-28T11:45:00,2024-04-28T12:02:00,2024-04-29T15:26:00,2024-04-29T16:00:12,27.4,27.97,34,True,delayed,764.77,2002.18,836.05,Clear,19.5,23.6
169,68,21,10,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2023-03-21T15:30:00,2023-03-21T15:31:00,2023-03-22T14:56:48,2023-03-22T14:56:48,23.43,23.43,0,False,on_time,176.19,1264.55,591.85,Clear,34.1,10.2
170,85,7,6,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2023-11-15T11:00:00,2023-11-15T11:09:00,2023-11-15T20:01:48,2023-11-15T22:43:48,8.88,11.58,162,True,delayed,9051.29,1176.0,233.52,Heavy Rain,9.6,49.4
171,11,46,23,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2023-07-20T17:15:00,2023-07-20T17:15:00,2023-07-21T03:47:24,2023-07-21T03:47:24,10.54,10.54,0,False,on_time,978.54,790.94,255.64,Snow,0.5,76.3
172,27,32,26,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2024-01-21T17:30:00,2024-01-21T17:37:00,2024-01-23T07:38:12,2024-01-23T07:38:12,38.02,38.02,0,False,on_time,431.02,2097.1,950.12,Rain,9.7,26.0
173,39,13,15,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2024-06-16T12:30:00,2024-06-16T12:48:00,2024-06-17T21:20:24,2024-06-17T21:20:24,32.54,32.54,0,False,on_time,420.88,2668.9,895.19,Fog,2.7,47.6
174,93,49,9,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2023-05-14T09:30:00,2023-05-14T09:42:00,2023-05-15T02:39:00,2023-05-15T02:39:00,16.95,16.95,0,False,on_time,2839.17,1444.96,342.36,Rain,11.3,10.6
175,2,19,1,Paris,France,Madrid,Spain,1270,Europe,Road,2024-08-21T07:15:00,2024-08-21T07:25:00,2024-08-22T03:31:00,2024-08-22T03:31:00,20.1,20.1,0,False,on_time,6487.7,2302.42,501.26,Clear,19.2,28.1
176,6,9,28,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2023-04-03T08:30:00,2023-04-03T08:31:00,2023-04-03T14:46:00,2023-04-03T14:46:00,6.25,6.25,0,False,on_time,231.91,454.24,144.29,Heavy Rain,12.1,77.6
177,91,24,24,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2024-11-24T10:30:00,2024-11-24T10:44:00,2024-11-25T00:19:24,2024-11-25T01:40:24,13.59,14.94,81,True,delayed,8984.62,2090.75,303.84,Cloudy,11.5,64.5
178,48,29,23,London,UK,Berlin,Germany,930,Europe,Road,2023-08-16T08:15:00,2023-08-16T08:35:00,2023-08-16T19:33:48,2023-08-16T19:33:48,10.98,10.98,0,False,on_time,3786.42,1023.16,314.26,Clear,33.3,10.6
179,10,50,6,London,UK,Berlin,Germany,930,Europe,Road,2024-10-23T13:15:00,2024-10-23T13:25:00,2024-10-24T04:14:12,2024-10-24T04:14:12,14.82,14.82,0,False,on_time,2006.18,1822.08,239.56,Clear,33.5,37.5
180,56,43,16,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2024-01-27T16:45:00,2024-01-27T16:53:00,2024-01-28T10:31:24,2024-01-28T11:24:12,17.64,18.52,53,True,delayed,1174.01,1485.82,293.48,Cloudy,19.3,23.4
181,14,38,12,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-07-17T13:00:00,2024-07-17T13:13:00,2024-07-17T21:40:36,2024-07-17T21:40:36,8.46,8.46,0,False,on_time,827.01,684.93,174.3,Cloudy,19.5,65.2
182,14,40,22,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2024-12-31T11:45:00,2024-12-31T12:01:00,2025-01-01T19:27:24,2025-01-02T01:16:36,31.44,37.26,349,True,failed,5165.44,4121.66,609.38,Snow,-2.8,7.2
183,4,31,2,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-04-28T14:30:00,2024-04-28T14:35:00,2024-04-28T20:58:24,2024-04-28T20:58:24,6.39,6.39,0,False,on_time,133.91,437.3,153.69,Clear,31.3,73.8
184,75,13,6,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2023-08-13T15:45:00,2023-08-13T15:50:00,2023-08-15T01:48:12,2023-08-15T01:48:12,33.97,33.97,0,False,on_time,2861.48,4399.94,890.24,Rain,16.4,73.5
185,8,31,2,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2023-12-27T15:15:00,2023-12-27T15:32:00,2023-12-28T22:44:36,2023-12-29T01:20:36,31.21,33.81,156,True,delayed,308.99,1916.33,632.49,Rain,10.8,21.4
186,78,9,21,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2023-12-06T15:15:00,2023-12-06T15:20:00,2023-12-06T21:38:00,2023-12-06T21:38:00,6.3,6.3,0,False,on_time,14667.07,1019.69,158.23,Cloudy,10.3,49.0
187,43,14,21,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2024-06-22T11:00:00,2024-06-22T11:12:00,2024-06-23T14:18:00,2024-06-23T14:18:00,27.1,27.1,0,False,on_time,9373.06,3360.44,575.89,Rain,19.7,59.9
188,96,21,12,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2024-05-13T16:30:00,2024-05-13T16:49:00,2024-05-14T10:26:48,2024-05-14T10:26:48,17.63,17.63,0,False,on_time,3115.81,1303.61,389.09,Rain,10.1,28.0
189,69,39,10,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2023-01-02T17:45:00,2023-01-02T18:03:00,2023-01-03T00:15:00,2023-01-03T00:15:00,6.2,6.2,0,False,on_time,72.78,432.68,205.72,Clear,34.4,21.6
190,59,37,22,Barcelona,Spain,Lyon,France,640,Europe,Road,2024-05-23T08:30:00,2024-05-23T08:35:00,2024-05-23T16:21:12,2024-05-23T17:31:24,7.77,8.94,70,True,delayed,10169.19,1258.69,238.88,Clear,28.4,59.7
191,72,21,30,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2023-09-29T09:15:00,2023-09-29T09:18:00,2023-09-30T03:44:24,2023-09-30T03:44:24,18.44,18.44,0,False,on_time,2789.59,1626.42,470.44,Cloudy,16.3,17.5
192,85,45,30,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2024-01-23T11:45:00,2024-01-23T12:03:00,2024-01-24T06:17:24,2024-01-24T06:17:24,18.24,18.24,0,False,on_time,2525.51,1431.66,315.56,Cloudy,11.1,68.4
193,83,2,28,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2023-09-25T07:00:00,2023-09-25T07:05:00,2023-09-25T14:37:24,2023-09-25T14:37:24,7.54,7.54,0,False,on_time,669.26,427.99,203.9,Clear,16.9,49.6
194,56,33,1,Barcelona,Spain,Lyon,France,640,Europe,Road,2024-12-22T06:45:00,2024-12-22T06:50:00,2024-12-22T14:05:00,2024-12-22T18:47:00,7.25,11.95,282,True,failed,898.13,1113.08,253.54,Heavy Rain,9.1,46.6
195,33,23,30,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2023-10-16T10:15:00,2023-10-16T10:32:00,2023-10-16T18:57:48,2023-10-16T18:57:48,8.43,8.43,0,False,on_time,3243.8,591.94,161.19,Clear,23.6,27.1
196,94,47,29,Barcelona,Spain,Lyon,France,640,Europe,Road,2023-04-10T06:15:00,2023-04-10T06:17:00,2023-04-10T16:06:48,2023-04-10T16:06:48,9.83,9.83,0,False,on_time,7542.08,1063.41,235.35,Cloudy,17.1,72.1
197,60,25,19,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-07-11T12:15:00,2024-07-11T12:20:00,2024-07-11T19:47:00,2024-07-11T19:47:00,7.45,7.45,0,False,on_time,7197.56,908.84,169.47,Clear,19.5,25.1
198,18,33,27,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2024-12-14T16:00:00,2024-12-14T16:17:00,2024-12-16T06:38:36,2024-12-16T06:38:36,38.36,38.36,0,False,on_time,1670.67,3027.72,681.9,Clear,16.2,34.0
199,99,33,16,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2024-07-02T16:45:00,2024-07-02T16:47:00,2024-07-02T23:39:12,2024-07-03T00:47:00,6.87,8.0,68,True,delayed,1635.69,681.02,135.26,Cloudy,18.6,43.8
200,94,3,30,Barcelona,Spain,Lyon,France,640,Europe,Road,2024-09-27T08:00:00,2024-09-27T08:05:00,2024-09-27T15:18:48,2024-09-27T15:18:48,7.23,7.23,0,False,on_time,3746.95,815.38,172.11,Rain,13.1,79.1
201,10,35,4,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2024-10-04T08:30:00,2024-10-04T08:32:00,2024-10-05T01:03:12,2024-10-05T01:03:12,16.52,16.52,0,False,on_time,405.32,1395.56,382.73,Clear,32.1,44.0
202,20,4,30,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2024-09-30T15:45:00,2024-09-30T16:03:00,2024-10-02T05:55:12,2024-10-02T08:50:24,37.87,40.79,175,True,delayed,2265.8,3147.74,636.07,Rain,9.3,63.5
203,60,21,21,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2023-12-19T12:30:00,2023-12-19T12:49:00,2023-12-19T20:13:36,2023-12-19T20:13:36,7.41,7.41,0,False,on_time,7575.79,891.46,164.54,Heavy Rain,11.2,56.1
204,14,2,2,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2023-12-06T17:15:00,2023-12-06T17:23:00,2023-12-07T12:05:36,2023-12-07T12:05:36,18.71,18.71,0,False,on_time,801.71,831.72,428.5,Clear,21.1,26.0
205,31,11,1,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2024-12-02T07:15:00,2024-12-02T07:29:00,2024-12-02T18:06:12,2024-12-02T18:06:12,10.62,10.62,0,False,on_time,12307.86,1180.15,244.34,Heavy Rain,11.0,11.7
206,93,39,21,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2024-02-21T17:45:00,2024-02-21T17:46:00,2024-02-22T01:58:36,2024-02-22T01:58:36,8.21,8.21,0,False,on_time,8247.53,1140.52,201.73,Clear,25.1,15.2
207,14,18,29,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2023-01-30T08:15:00,2023-01-30T08:22:00,2023-01-30T14:30:24,2023-01-30T15:59:12,6.14,7.62,89,True,delayed,573.2,868.25,161.15,Heavy Rain,7.0,32.6
208,81,9,13,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2024-10-12T07:00:00,2024-10-12T07:14:00,2024-10-12T17:20:36,2024-10-12T17:20:36,10.11,10.11,0,False,on_time,160.88,584.31,229.86,Cloudy,15.2,17.3
209,100,31,23,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-12-06T07:30:00,2024-12-06T07:36:00,2024-12-06T16:18:36,2024-12-06T19:14:24,8.71,11.64,176,True,delayed,3465.76,654.75,186.38,Rain,11.2,35.7
